DEPTH,BVW,KLOGH,PHIF,VSH,DT,GR,NPHI,PEF,RHOB,RT,LITHOLOGY
3248.869698,0.029999999,0.001,0.029999999,0.231000006,76.39769745,34.51599884,0.127299994,0,2.700000048,2.325999975,Marl
3249.022098,0.0243,0.001,0.0243,0.231000006,77.13469696,28.53949928,0.097499996,0,2.710000038,3.074500084,Marl
3249.174498,0.0241,0.001,0.0241,0.231000006,76.23339844,22.56299973,0.067599997,0,2.609999895,3.822999954,Marl
3249.326899,0.0241,0.001,0.0241,0.231000006,73.4469986,26.26600075,0.077399999,0,2.609999895,3.822999954,Marl
3249.479299,0.0242,0.001,0.0242,0.231000006,69.40570068,22.56299973,0.087200001,0,2.609999895,3.661299944,Marl
3249.631699,0.029899999,0.001,0.029899999,0.231000006,66.18939972,28.89100075,0.095100001,0,2.609999895,3.499700069,Marl
3249.7841,0.0242,0.001,0.0242,0.218899995,65.43299866,30.25,0.103,0,2.61500001,3.338000059,Marl
3249.9365,0.0241,0.001,0.0241,0.214599997,67.1753006,31.64100075,0.106600001,0,2.619999886,3.126499891,Marl
3250.0889,0.0242,0.001,0.0242,0.1875,68.94740295,34.51599884,0.110100001,0,2.609999895,2.914999962,Marl
3250.2413,0.030300001,0.001,0.030300001,0.1822,69.9509964,25.94709969,0.094099998,0,2.609699965,3.277299881,Marl
3250.393701,0.035999998,0.001,0.035999998,0.219999999,71.7614975,30.29999924,0.1043,0,2.600199938,3.191600084,Marl
3250.546101,0.0361,0.001,0.0361,0.290800005,74.32920074,38.43999863,0.1153,0,2.599999905,3.049999952,Marl
3250.698501,0.0482,0.001,0.0482,0.300199986,76.52700043,39.51839828,0.122699998,0,2.580300093,2.874799967,Marl
3250.850902,0.035999998,0.001,0.035999998,0.298900008,76.84880066,39.37329865,0.139300004,0,2.600300074,2.483400106,Marl
3251.003302,0.030200001,0.001,0.030200001,0.290899992,75.19249725,38.44940186,0.134900004,0,2.6098001,2.254800081,Marl
3251.155702,0.018100001,0.001,0.018100001,0.300300002,71.96140289,39.52410126,0.114399999,0,2.629899979,2.657799959,Marl
3251.308103,0.042199999,0.001,0.042199999,0.268000007,68.7766037,35.77099991,0.1061,0,2.589900017,2.897000074,Marl
3251.460503,0.048300002,0.001,0.048300002,0.227699995,68.15350342,31.18930054,0.1074,0,2.579799891,3.536299944,Marl
3251.612903,0.054099999,0.001,0.054099999,0.214200005,69.75119781,29.63669968,0.101099998,0,2.570199966,3.012399912,Marl
3251.765304,0.0361,0.001,0.0361,0.193000004,72.02610016,27.20929909,0.104699999,0,2.59980011,3.287699938,Marl
3251.917704,0.0361,0.001,0.0361,0.205300003,73.48419952,28.64789963,0.1087,0,2.60010004,2.898200035,Marl
