DEPTH,BVW,KLOGH,PHIF,VSH,DT,GR,NPHI,PEF,RHOB,RT,LITHOLOGY
3231.8,0.0666,0.001,0.0666,0.7881,87.6593,103.5032,0.2352,7.1843,2.5496,0.9132,Claystone
3231.9,0.0533,0.001,0.0533,0.7764,86.935,102.0362,0.2366,7.0912,2.5718,1.0915,Claystone
3232,0.0383,0.001,0.0383,0.7574,86.2223,99.6693,0.2407,6.9015,2.5965,1.3132,Claystone
3232.1,0.0338,0.001,0.0338,0.753,85.5281,99.103,0.244,6.7217,2.6038,1.4198,Claystone
3232.2,0.0446,0.001,0.0446,0.7306,85.1984,96.3363,0.2434,6.641,2.5857,1.4573,Claystone
3232.3,0.0633,0.001,0.0633,0.7422,85.0568,97.7711,0.2406,6.6792,2.5547,1.4892,Claystone
3232.4,0.0773,0.001,0.0773,0.7398,85.1124,97.4789,0.2381,6.7954,2.5316,1.4397,Claystone
3232.5,0.0784,0.001,0.0784,0.7381,85.2963,97.2621,0.2349,6.9522,2.53,1.3467,Claystone
3232.6,0.0678,0.001,0.0678,0.7417,85.67,97.7073,0.2364,7.1303,2.5476,1.2959,Claystone
3232.7,0.0524,0.001,0.0524,0.7345,86.2828,96.7884,0.2346,7.2842,2.5732,1.3096,Claystone
3232.8,0.0407,0.001,0.0407,0.6993,87.2638,92.4011,0.2344,7.3448,2.5924,1.3315,Claystone
3232.9,0.0396,0.001,0.0396,0.6843,88.4077,90.5521,0.238,7.2812,2.5942,1.3933,Claystone
3233,0.05,0.001,0.05,0.7034,89.7517,92.9467,0.2442,7.1198,2.5768,1.534,Claystone
3233.1,0.0657,0.001,0.0657,0.7257,91.3354,95.7314,0.2503,6.9441,2.5507,1.5774,Claystone
3233.2,0.0793,0.001,0.0793,0.7477,92.8384,98.4804,0.2534,6.8302,2.5282,1.4951,Claystone
3233.3,0.0874,0.001,0.0874,0.77,94.1123,101.2379,0.2548,6.8134,2.5149,1.2799,Claystone
3233.4,0.0905,0.001,0.0905,0.7521,95.1052,99.0294,0.2562,6.8791,2.5097,1.2088,Claystone
3233.5,0.0903,0.001,0.0903,0.7705,95.8605,101.3326,0.2599,6.9773,2.5101,1.1743,Claystone
3233.6,0.0883,0.001,0.0883,0.7927,96.1983,104.1025,0.2664,7.0465,2.5135,1.1151,Claystone
3233.7,0.0861,0.001,0.0861,0.8183,96.2776,107.2898,0.2745,7.0578,2.517,1.1215,Claystone
3233.8,0.086,0.001,0.086,0.8194,96.1632,107.4057,0.283,7.0495,2.5172,1.139,Claystone
3233.9,0.0881,0.001,0.0881,0.8009,95.6982,105.1331,0.291,7.076,2.5138,1.1621,Claystone
3234,0.0899,0.001,0.0899,0.8346,95.237,109.3193,0.297,7.1507,2.5107,1.1778,Claystone
3234.1,0.0886,0.001,0.0886,0.8255,94.7656,108.1879,0.2977,7.2184,2.5131,0.8561,Claystone
3234.2,0.084,0.001,0.084,0.8213,94.2475,107.6748,0.2907,7.2212,2.5207,0.7126,Claystone
3234.3,0.0793,0.001,0.0793,0.8375,93.6234,109.7003,0.2792,7.1799,2.5284,0.7185,Claystone
3234.4,0.0768,0.001,0.0768,0.8483,92.8825,111.0199,0.2695,7.175,2.5325,0.9328,Claystone
3234.5,0.0749,0.001,0.0749,0.8264,91.7827,108.2738,0.2655,7.2484,2.5357,1.021,Claystone
3234.6,0.0702,0.001,0.0702,0.7859,90.7023,103.215,0.2673,7.3379,2.5436,1.0035,Claystone
3234.7,0.0626,0.001,0.0626,0.7618,89.6585,100.2086,0.2693,7.3246,2.5562,0.9811,Claystone
3234.8,0.0574,0.001,0.0574,0.7408,88.8249,97.6071,0.2733,7.1887,2.5647,0.9687,Claystone
3234.9,0.0598,0.001,0.0598,0.7439,88.1419,98.007,0.2693,7.0087,2.5606,0.9693,Claystone
3235,0.07,0.001,0.07,0.7725,87.5921,101.5965,0.2646,6.8755,2.5436,1.0352,Claystone
3235.1,0.0828,0.001,0.0828,0.8132,87.4143,106.6656,0.2542,6.8195,2.5225,1.1272,Claystone
3235.2,0.0931,0.001,0.0931,0.8356,87.2408,109.4148,0.2476,6.7989,2.5054,1.1597,Claystone
3235.3,0.0994,0.001,0.0994,0.7946,87.0727,104.2761,0.2447,6.7697,2.4949,1.1463,Claystone
3235.4,0.1031,0.001,0.1031,0.7275,86.9968,95.8984,0.2465,6.7201,2.4888,1.1123,Claystone
3235.5,0.1062,0.001,0.1062,0.6709,87.0081,88.8467,0.2547,6.6568,2.4836,1.0939,Silt
3235.6,0.1101,0.001,0.1101,0.6517,87.1152,86.4568,0.2609,6.6023,2.4771,1.0786,Silt
3235.7,0.1154,0.0015,0.1154,0.6387,87.5081,84.8551,0.2688,6.5708,2.4684,1.0655,Silt
3235.8,0.121,0.0012,0.121,0.6558,87.9214,86.9692,0.2737,6.5888,2.459,1.0756,Silt
3235.9,0.1257,0.0013,0.1257,0.6543,88.3423,86.7954,0.2755,6.6568,2.4513,1.079,Silt
3236,0.1281,0.001,0.1281,0.6694,88.5497,88.6666,0.2769,6.7473,2.4474,1.0783,Silt
3236.1,0.1283,0.0013,0.1283,0.6581,88.702,87.2765,0.2753,6.8272,2.4471,1.0872,Silt
3236.2,0.127,0.001,0.127,0.6695,88.8007,88.6978,0.2717,6.8934,2.4492,1.1103,Silt
3236.3,0.1249,0.001,0.1249,0.6769,88.8258,89.6126,0.2741,6.9559,2.4527,1.1334,Silt
3236.4,0.1216,0.001,0.1216,0.673,88.7804,89.1123,0.2774,7.0132,2.4582,1.1575,Silt
3236.5,0.1169,0.0011,0.1169,0.6541,88.6192,86.7618,0.283,7.0325,2.4661,1.1696,Silt
3236.6,0.1116,0.001,0.1116,0.6575,88.2391,87.2054,0.2881,6.9961,2.4747,1.2039,Silt
3236.7,0.1084,0.001,0.1084,0.6897,87.8266,91.21,0.2893,6.9332,2.48,1.2113,Silt
3236.8,0.1092,0.001,0.1092,0.693,87.4586,91.597,0.2851,6.8952,2.4787,1.191,Silt
3236.9,0.1136,0.0011,0.1136,0.6533,87.1468,86.6623,0.2767,6.889,2.4714,1.1525,Silt
3237,0.1191,0.0013,0.1191,0.6472,86.8584,85.8741,0.2693,6.8901,2.4623,1.13,Silt
3237.1,0.1193,0.0032,0.1193,0.6059,86.5887,80.7053,0.259,6.8798,2.462,1.1223,Silt
3237.2,0.1099,0.0059,0.1099,0.5675,86.3442,75.9388,0.2444,6.8873,2.4778,1.0957,Silt
3237.3,0.0939,0.0046,0.0939,0.5655,86.1358,75.6764,0.2373,6.9145,2.5044,1.0691,Silt
3237.4,0.0826,0.0051,0.0826,0.5499,86.0332,73.741,0.2337,6.9234,2.5229,1.0621,Silt
3237.5,0.0856,0.0056,0.0856,0.5487,85.7798,73.6004,0.2334,6.8835,2.5177,1.0218,Silt
3237.6,0.0997,0.0056,0.0997,0.5612,85.451,75.1597,0.2345,6.8211,2.4943,1.017,Silt
3237.7,0.1128,0.0064,0.1128,0.5665,85.1167,75.8059,0.234,6.7647,2.4726,1.0154,Silt
3237.8,0.1177,0.0073,0.1177,0.5642,84.6271,75.5098,0.2331,6.7191,2.4647,1.0273,Silt
3237.9,0.1158,0.0101,0.1158,0.547,84.0395,73.3726,0.2286,6.696,2.4677,1.0415,Silt
3238,0.1127,0.0121,0.1127,0.5353,83.4207,71.8986,0.225,6.7362,2.473,1.1114,Silt
3238.1,0.109,0.0186,0.109,0.5115,82.578,68.8992,0.2231,6.8489,2.4791,1.1864,Silt
3238.2,0.1047,0.0487,0.1047,0.4612,81.5834,62.6319,0.2223,6.9382,2.4863,1.2316,Silt
3238.3,0.1006,0.0643,0.1006,0.4441,80.8453,60.5003,0.2207,6.8903,2.493,1.2326,Silt
3238.4,0.0992,0.0904,0.0992,0.4264,79.9157,58.2861,0.2157,6.7035,2.4953,1.2145,Silt
3238.5,0.102,0.1384,0.102,0.4083,78.814,56.0269,0.2063,6.4992,2.4906,1.195,Silt
3238.6,0.1072,0.2246,0.1072,0.3895,77.8097,53.6736,0.1942,6.4282,2.4821,1.1887,Silt
3238.7,0.1095,0.4148,0.1095,0.362,76.8479,50.2321,0.1834,6.5494,2.4783,1.2044,Silt
3238.8,0.1036,0.708,0.1036,0.3309,75.9331,46.3501,0.1748,6.8405,2.4883,1.2717,Silt
3238.9,0.0886,0.8686,0.0886,0.3078,75.1155,43.4736,0.1717,7.2462,2.5132,1.4372,Silt
3239,0.067,0.5808,0.067,0.308,74.2863,43.4867,0.1709,7.6832,2.5491,1.5779,Silt
3239.1,0.043,0.5249,0.043,0.2915,73.4375,41.4367,0.1734,8.025,2.589,1.3685,Silt
3239.2,0.0211,0.364,0.0211,0.2897,72.8773,41.2188,0.1832,8.1445,2.6252,1.2712,Silt
3239.3,0.02,0.3254,0.02,0.2942,72.4752,41.768,0.1929,8.0463,2.6495,1.2824,Silt
3239.4,0.02,0.3749,0.02,0.2873,72.2783,40.9098,0.2029,7.8655,2.6565,1.3042,Silt
3239.5,0.02,0.4779,0.02,0.2756,72.0751,39.446,0.205,7.7568,2.6488,1.2896,Silt
3239.6,0.02,0.6014,0.02,0.2645,71.9498,38.0498,0.1996,7.7715,2.6392,1.198,Silt
3239.7,0.02,0.9759,0.02,0.2412,71.9857,35.1423,0.1843,7.8429,2.6378,1.2029,Silt
3239.8,0.02,1.1174,0.02,0.2346,72.5441,34.3354,0.1737,7.8957,2.6437,1.3209,Silt
3239.9,0.02,0.9621,0.02,0.2419,73.3211,35.2384,0.1652,7.9998,2.648,1.1207,Silt
3240,0.02,0.8313,0.02,0.2489,74.3319,36.101,0.1675,8.2923,2.6492,0.8184,Silt
3240.1,0.02,1.2315,0.02,0.23,75.2919,33.714,0.177,8.7896,2.6609,0.8537,Silt
3240.2,0.02,2.8971,0.02,0.1887,76.073,28.5848,0.1887,9.2235,2.6977,1.0081,Silt
3240.3,0.02,2.8255,0.02,0.1899,76.3368,28.7526,0.1988,9.249,2.7483,1.1041,Silt
3240.4,0.02,1.6984,0.02,0.2144,76.3596,31.8269,0.1988,8.7771,2.7769,0.9149,Silt
3240.5,0.02,0.9045,0.02,0.2448,76.2253,35.6188,0.1982,8.0076,2.7472,0.7075,Silt
3240.6,0.02,0.6223,0.02,0.2629,75.8428,37.8632,0.1924,7.3089,2.6609,0.715,Silt
3240.7,0.0558,1.1397,0.0558,0.2655,75.789,38.1935,0.188,6.9442,2.5669,0.7519,Silt
3240.8,0.0917,1.84,0.0917,0.2743,75.8653,39.2691,0.1918,6.9153,2.5076,0.7842,Silt
3240.9,0.1029,3.7926,0.1029,0.2494,75.7315,36.1501,0.2058,7.1321,2.4893,0.9339,Silt
3241,0.0948,5.6574,0.0948,0.2229,75.5805,32.8698,0.2279,7.5661,2.5029,1.1248,Silt
3241.1,0.074,2.9286,0.074,0.2362,75.4212,34.5605,0.2491,8.14,2.5375,1.1585,Silt
3241.2,0.0449,0.579,0.0449,0.2885,75.2863,41.0878,0.2661,8.6712,2.5859,0.8158,Silt
3241.3,0.02,0.1682,0.02,0.326,75.5223,45.7838,0.2731,8.9827,2.6406,0.5324,Silt
3241.4,0.02,0.0668,0.02,0.3706,76.0994,51.3492,0.273,9.0333,2.6903,0.5144,Silt
3241.5,0.02,0.0345,0.02,0.4025,77.803,55.3143,0.2678,8.8674,2.7224,0.6872,Silt
3241.6,0.02,0.0313,0.02,0.4071,79.6158,55.8598,0.2696,8.5462,2.7264,1.034,Silt
3241.7,0.02,0.0747,0.02,0.3652,81.525,50.6004,0.2872,8.2048,2.7077,1.5239,Silt
3241.8,0.02,0.2729,0.02,0.3027,82.0632,42.8155,0.3223,8.0383,2.6861,1.8264,Silt
3241.9,0.02,0.4641,0.02,0.277,82.0765,39.6484,0.3638,8.2341,2.6885,1.9411,Silt
3242,0.02,0.2755,0.02,0.3022,81.5056,42.8214,0.396,8.7935,2.7332,1.934,Silt
3242.1,0.02,0.0769,0.02,0.3638,80.9731,50.5157,0.3955,9.4435,2.8089,1.8467,Silt
3242.2,0.02,0.0212,0.02,0.4259,80.7823,58.2348,0.3744,9.9045,2.8748,1.4075,Silt
3242.3,0.02,0.0243,0.02,0.4194,81.0461,57.3709,0.3488,10.1551,2.8995,1.1602,Silt
3242.4,0.02,0.102,0.02,0.3501,81.0737,48.7249,0.3396,10.3568,2.8915,1.1567,Silt
3242.5,0.02,0.3443,0.02,0.2914,81.0513,41.4066,0.3499,10.62,2.8873,1.239,Silt
3242.6,0.02,0.6935,0.02,0.2577,80.9885,37.1836,0.3746,10.8711,2.9164,1.3677,Silt
3242.7,0.02,1.3844,0.02,0.2243,80.7308,33.0723,0.4012,10.9876,2.9711,1.771,Silt
3242.8,0.02,0.5174,0.02,0.2718,80.8129,39.0261,0.4109,10.9272,3.0253,1.9624,Silt
3242.9,0.02,0.1177,0.02,0.3432,81.6473,47.906,0.3962,10.7872,3.0517,1.3219,Silt
3243,0.02,0.1132,0.02,0.3451,82.2211,48.1331,0.3664,10.6597,3.0371,0.6784,Silt
3243.1,0.02,0.151,0.02,0.3312,82.5882,46.3827,0.3376,10.5536,2.9857,0.7063,Silt
3243.2,0.02,0.2704,0.02,0.3031,82.5908,42.8808,0.3099,10.3995,2.9165,0.8528,Silt
3243.3,0.02,0.3456,0.02,0.2913,82.2411,41.4159,0.2847,10.2307,2.8569,0.9349,Silt
3243.4,0.02,0.2878,0.02,0.3001,81.4838,42.5069,0.2702,10.1574,2.8334,0.9191,Silt
3243.5,0.02,0.3386,0.02,0.2923,79.7803,41.5165,0.2712,10.1853,2.8574,0.9621,Silt
3243.6,0.02,0.5394,0.02,0.2698,78.6247,38.7072,0.2803,10.0528,2.913,1.1358,Silt
3243.7,0.02,0.852,0.02,0.2477,77.7642,35.9553,0.2914,9.5371,2.9592,1.3458,Silt
3243.8,0.02,1.1592,0.02,0.2329,77.2061,34.1345,0.3002,8.7518,2.9515,1.6213,Silt
3243.9,0.02,0.5587,0.02,0.2681,77.0012,38.5658,0.3028,8.0702,2.8747,1.7889,Silt
3244,0.02,0.1171,0.02,0.3435,77.0778,47.9901,0.3047,7.7367,2.7595,1.394,Silt
3244.1,0.02,0.0258,0.02,0.4166,77.7667,57.0974,0.3018,7.7075,2.6644,1.1795,Silt
3244.2,0.0248,0.0128,0.0248,0.4546,78.9554,61.8553,0.2998,7.8546,2.6188,1.1288,Silt
3244.3,0.0257,0.0061,0.0257,0.4913,80.5042,66.4339,0.3024,8.1291,2.6175,1.1366,Silt
3244.4,0.02,0.0035,0.02,0.5136,82.4776,69.1978,0.3103,8.4626,2.6395,1.0697,Silt
3244.5,0.02,0.0033,0.02,0.5157,84.1021,69.4442,0.3194,8.6765,2.6709,0.8591,Silt
3244.6,0.02,0.0056,0.02,0.49,85.4044,66.2225,0.3219,8.6094,2.6966,0.5805,Silt
3244.7,0.02,0.0136,0.02,0.4474,85.6135,60.9466,0.3114,8.287,2.6963,0.5451,Silt
3244.8,0.02,0.0079,0.02,0.4737,85.5555,64.2544,0.2869,7.9269,2.6683,0.7937,Silt
3244.9,0.02,0.0022,0.02,0.5361,85.2442,72.0171,0.2549,7.6874,2.6316,1.3027,Silt
3245,0.0237,0.0495,0.0237,0.3883,84.688,72.8921,0.2225,7.5838,2.6085,1.5556,Silt
3245.1,0.029,0.2038,0.029,0.3248,84.1166,61.7512,0.202,7.5521,2.5991,1.5434,Silt
3245.2,0.036,1.2808,0.036,0.2423,83.5335,47.3256,0.1847,7.525,2.5868,1.3074,Silt
3245.3,0.0499,7.4226,0.0499,0.1699,82.9719,34.6935,0.1755,7.4239,2.5623,1.0971,Silt
3245.4,0.07,22.8054,0.07,0.1336,82.7007,28.3489,0.1664,7.1396,2.5271,1.2081,Silt
3245.5,0.0897,58.5889,0.0962,0.1113,82.8288,24.4694,0.162,6.6309,2.4812,1.7174,Silt
3245.6,0.0833,197.6325,0.1562,0.106,83.4289,23.5423,0.1653,6.0158,2.4155,2.7259,Sandstone
3245.7,0.0737,421.513,0.1875,0.0972,84.275,22.0049,0.1746,5.5497,2.3354,4.0641,Sandstone
3245.8,0.0694,820.631,0.2169,0.0913,85.4405,20.9699,0.1851,5.345,2.2619,5.1241,Sandstone
3245.9,0.0657,1163.0996,0.237,0.0922,86.6852,21.1421,0.192,5.3251,2.2118,6.1728,Sandstone
3246,0.0637,1384.364,0.2466,0.0924,87.8889,21.1768,0.1945,5.3646,2.1868,6.8271,Sandstone
3246.1,0.0629,1266.7657,0.2484,0.0983,88.9761,22.2163,0.1942,5.3827,2.1811,7.0876,Sandstone
3246.2,0.0619,989.147,0.2467,0.1087,89.6901,24.0208,0.1929,5.3461,2.1848,7.3478,Sandstone
3246.3,0.0613,863.1213,0.2439,0.1128,90.2371,24.7329,0.191,5.2704,2.1907,7.4855,Sandstone
3246.4,0.0609,848.7354,0.2411,0.1111,90.5906,24.4355,0.1881,5.1942,2.1955,7.5549,Sandstone
3246.5,0.0595,890.0452,0.2386,0.1066,90.5098,23.6481,0.1848,5.1451,2.1989,7.9347,Sandstone
3246.6,0.0585,932.6011,0.2367,0.1027,90.2927,22.9712,0.1823,5.1317,2.2014,8.218,Sandstone
3246.7,0.058,862.644,0.2352,0.1051,90.0965,23.3883,0.1809,5.1416,2.2043,8.3788,Sandstone
3246.8,0.0575,795.6525,0.2339,0.1078,89.8447,23.8675,0.1805,5.1572,2.2075,8.5285,Sandstone
3246.9,0.0569,865.452,0.2328,0.1028,89.5927,22.9948,0.1802,5.1702,2.2103,8.7093,Sandstone
3247,0.0557,848.0112,0.232,0.1031,89.4422,23.0341,0.1797,5.1853,2.2121,9.1601,Sandstone
3247.1,0.0549,941.1896,0.2319,0.0979,89.2763,22.1336,0.1792,5.2117,2.2119,9.4868,Sandstone
3247.2,0.0538,1053.6504,0.2325,0.0931,89.0872,21.2831,0.179,5.2547,2.2098,9.9376,Sandstone
3247.3,0.0528,1119.4255,0.2338,0.0913,88.8053,20.9801,0.179,5.3012,2.206,10.4436,Sandstone
3247.4,0.0521,1065.545,0.2355,0.0951,88.539,21.643,0.1787,5.3152,2.2009,10.846,Sandstone
3247.5,0.0502,1165.1815,0.2369,0.0921,88.2949,21.1171,0.1772,5.2639,2.1948,11.9293,Sandstone
3247.6,0.0488,1214.0537,0.2383,0.0913,88.1731,20.9776,0.1751,5.1466,2.1885,12.8331,Sandstone
3247.7,0.0481,1407.4148,0.2419,0.0874,88.0984,20.3043,0.1799,4.9977,2.1835,13.4061,Sandstone
3247.8,0.0478,1289.5785,0.2432,0.0928,88.0656,21.2312,0.1819,4.8823,2.1821,13.667,Sandstone
3247.9,0.0472,1439.213,0.2434,0.0877,88.1446,20.3416,0.1847,4.8514,2.1847,14.0214,Sandstone
3248,0.0471,1481.2546,0.2413,0.0844,88.0577,19.7737,0.1837,4.9214,2.1896,14.0549,Sandstone
3248.1,0.0473,1558.4324,0.2391,0.08,87.8153,18.9956,0.1824,5.0348,2.1947,13.7664,Sandstone
3248.2,0.0474,1507.6224,0.2363,0.0792,87.7385,18.8534,0.1798,5.1117,2.1996,13.5919,Sandstone
3248.3,0.0483,1423.6473,0.2335,0.0794,87.5726,18.9054,0.1775,5.1099,2.2053,12.881,Sandstone
3248.4,0.0489,1102.819,0.2307,0.0892,87.3013,20.6193,0.1759,5.0589,2.2115,12.5138,Sandstone
3248.5,0.0499,974.2649,0.2274,0.0923,86.9612,21.1481,0.172,5.017,2.2165,11.7848,Sandstone
3248.6,0.0513,1074.4661,0.2268,0.087,86.6026,20.2286,0.1724,5.0074,2.2189,10.9676,Sandstone
3248.7,0.0522,982.1635,0.2273,0.0918,86.2245,21.057,0.1736,5.0215,2.2188,10.5386,Sandstone
3248.8,0.0534,1097.8223,0.2275,0.0866,85.824,20.1559,0.1745,5.0459,2.2191,9.9781,Sandstone
3248.9,0.0542,1213.3455,0.226,0.0805,85.3242,19.0839,0.1741,5.0954,2.2231,9.5363,Sandstone
3249,0.0561,1132.0581,0.2218,0.0801,84.6589,19.0166,0.1722,5.1789,2.2333,8.6838,Sandstone
3249.1,0.0572,906.791,0.2137,0.0836,83.7944,19.6326,0.1694,5.2978,2.2536,8.0834,Sandstone
3249.2,0.0581,692.2689,0.2022,0.0864,82.8252,20.1262,0.166,5.4312,2.2833,7.5472,Sandstone
3249.3,0.0598,466.9896,0.1888,0.0934,81.7118,21.3769,0.1618,5.5543,2.3176,6.78,Sandstone
3249.4,0.0622,223.0934,0.1754,0.1172,80.3067,25.5164,0.1562,5.6568,2.35,5.9741,Sandstone
3249.5,0.0645,155.673,0.1639,0.1243,78.8239,26.7502,0.1504,5.7638,2.3769,5.2569,Sandstone
3249.6,0.0669,137.0123,0.1546,0.1223,77.3358,26.3889,0.1461,5.8925,2.3988,4.6508,Sandstone
3249.7,0.0672,135.3853,0.1472,0.1162,76.1877,25.3462,0.1436,6.0264,2.4174,4.4643,Sandstone
3249.8,0.0675,113.2473,0.1411,0.1194,75.2811,25.8787,0.1418,6.1171,2.4333,4.312,Sandstone
3249.9,0.066,131.7356,0.1358,0.1075,74.8087,23.8045,0.1401,6.1499,2.4465,4.4137,Sandstone
3250,0.0669,129.081,0.1325,0.1054,74.7329,23.8922,0.1434,6.1375,2.454,4.0673,Sandstone
3250.1,0.0693,123.2138,0.1333,0.1085,74.8896,23.9773,0.1467,6.1251,2.4614,3.8859,Sandstone
3250.2,0.0712,132.5773,0.135,0.1064,75.3327,23.6238,0.1492,6.1055,2.4593,3.6552,Sandstone
3250.3,0.0719,144.3927,0.1404,0.1071,75.8735,23.7465,0.1547,6.0865,2.45,3.6502,Sandstone
3250.4,0.0721,140.8749,0.1459,0.1131,76.4454,24.8042,0.1575,6.0622,2.4374,3.7261,Sandstone
3250.5,0.0748,124.2651,0.1494,0.1223,76.8795,26.4144,0.1574,6.0298,2.427,3.4731,Sandstone
3250.6,0.0795,112.5965,0.1511,0.1286,77.0341,27.501,0.158,5.9818,2.4229,3.0162,Sandstone
3250.7,0.0819,99.2952,0.1489,0.1327,76.9722,28.2256,0.1541,5.9196,2.4248,2.7884,Sandstone
3250.8,0.0836,74.1226,0.1455,0.1437,76.5478,30.1505,0.1498,5.8547,2.4298,2.6331,Sandstone
3250.9,0.0832,76.8161,0.142,0.1389,76.1211,29.3115,0.1434,5.8063,2.4323,2.6216,Sandstone
3251,0.0843,86.8011,0.1434,0.1343,75.7053,28.5025,0.1451,5.785,2.4302,2.549,Sandstone
3251.1,0.0846,86.7047,0.1439,0.1348,75.6037,28.5762,0.1423,5.7931,2.4256,2.5317,Sandstone
3251.2,0.0845,101.5478,0.1454,0.1285,75.5817,27.4824,0.1442,5.8187,2.4232,2.5425,Sandstone
3251.3,0.0849,130.8956,0.146,0.1168,75.6404,25.4648,0.1462,5.8447,2.4238,2.4996,Sandstone
3251.4,0.0854,83.5222,0.146,0.1384,76.2018,29.2243,0.1474,5.8461,2.4254,2.498,Sandstone
3251.5,0.0859,86.6828,0.1458,0.1365,76.7805,28.8818,0.1478,5.8341,2.4264,2.4569,Sandstone
3251.6,0.0876,91.8619,0.1463,0.1341,77.3689,28.4765,0.1497,5.8475,2.4272,2.344,Sandstone
3251.7,0.0897,82.6869,0.1481,0.1408,77.8421,29.6377,0.1554,5.9207,2.4285,2.2357,Sandstone
3251.8,0.0919,87.5812,0.1515,0.1411,78.1649,29.6843,0.1646,6.0486,2.4292,2.1331,Sandstone
3251.9,0.0935,99.3916,0.1555,0.1385,78.2836,29.2613,0.1745,6.1815,2.4291,2.0769,Sandstone
3252,0.0956,76.2931,0.1579,0.1534,78.0791,31.8563,0.1803,6.2497,2.429,1.9973,Sandstone
3252.1,0.0983,60.7836,0.1571,0.1637,77.7967,33.6367,0.1788,6.2173,2.4297,1.8705,Sandstone
3252.2,0.1002,62.2537,0.1541,0.1599,77.4509,32.9665,0.1715,6.1098,2.4299,1.7639,Sandstone
3252.3,0.0992,69.0507,0.1515,0.1525,77.1932,31.6815,0.1626,5.9908,2.4271,1.7833,Sandstone
3252.4,0.0943,88.2088,0.1505,0.1398,77.0191,29.464,0.1555,5.8969,2.4217,1.9953,Sandstone
3252.5,0.0895,92.7789,0.1503,0.1372,76.9894,29.0132,0.1511,5.8308,2.4171,2.2634,Sandstone
3252.6,0.0915,88.8782,0.1498,0.1388,77.1619,29.2922,0.1488,5.7816,2.4159,2.1394,Sandstone
3252.7,0.0934,92.8667,0.1488,0.1358,77.4672,28.78,0.1479,5.742,2.4177,2.0248,Sandstone
3252.8,0.0949,79.1596,0.1484,0.1432,77.9906,30.077,0.1482,5.7065,2.4191,1.9548,Sandstone
3252.9,0.0969,63.7862,0.1499,0.1549,79.0222,32.1196,0.1498,5.6557,2.4166,1.8769,Sandstone
3253,0.1,63.3883,0.1534,0.1584,80.1492,32.7216,0.153,5.5664,2.4101,1.7659,Sandstone
3253.1,0.1017,60.7836,0.1588,0.1652,80.998,33.9168,0.1573,5.4437,2.3993,1.7363,Sandstone
